item_id,category,color,fabric,occasion,total_wear_count,current_cycle_wears,max_wears_before_wash,status,sustainability_score
SLW-3898,Trouser,Black,Linen,Office,54,0,2,Clean,55.0
SLW-3899,Salwar,White,Silk,Wedding,3,1,4,Clean,96.25
SLW-3900,Saree,Red,Cotton,Casual,90,2,2,Dirty,40.0
SLW-3901,Batik Shirt,Multicolor,Batik,Casual,84,2,3,Clean,16.0
SLW-3902,Kurtha,Cream,Cotton,Religious,11,0,2,Clean,92.67
SLW-3903,Trouser,Navy,Cotton,Casual,99,2,2,Dirty,34.0
SLW-3904,Dress,Pink,Silk,Wedding,2,3,4,Clean,97.5
SLW-3905,Trouser,Black,Cotton,Casual,99,2,2,Dirty,34.0
SLW-3906,Jeans,Grey,Denim,Casual,85,0,5,Clean,71.67
SLW-3907,National Dress,White,Cotton,Religious,13,2,2,Dirty,91.33
SLW-3908,Salwar,Blue,Cotton,Casual,78,1,2,Clean,48.0
SLW-3909,National Dress,Gold,Silk,Wedding,3,4,4,Dirty,96.25
SLW-3910,Kurti,Purple,Silk,Religious,10,0,4,Clean,87.5
SLW-3911,Dress,Pink,Cotton,Casual,78,0,2,Clean,48.0
SLW-3912,Jacket,Navy,Denim,Casual,89,1,5,Clean,70.33
SLW-3913,Batik Shirt,Brown,Batik,Casual,95,2,3,Clean,5.0
SLW-3914,Jacket,Black,Polyester,Casual,82,2,3,Clean,59.0
SLW-3915,Shorts,Khaki,Cotton,Home,126,1,2,Clean,16.0
SLW-3916,Saree,Red,Cotton,Casual,87,1,2,Clean,42.0
SLW-3917,Shirt,Blue,Cotton,Office,49,2,2,Dirty,67.33
SLW-3918,Blouse,Red,Silk,Wedding,3,4,4,Dirty,96.25
SLW-3919,T-Shirt,Red,Polyester,Casual,94,2,3,Clean,53.0
SLW-3920,T-Shirt,Black,Polyester,Casual,87,2,3,Clean,56.5
SLW-3921,Sarong,Brown,Cotton,Home,149,2,2,Dirty,0.67
SLW-3922,Jeans,Black,Denim,Casual,89,1,5,Clean,70.33
SLW-3923,Leggings,Grey,Polyester,Home,135,0,3,Clean,32.5
SLW-3924,Jacket,Brown,Denim,Casual,76,4,5,Clean,74.67
SLW-3925,Sarong,White,Batik,Casual,86,2,3,Clean,14.0
SLW-3926,Kurti,Pink,Silk,Religious,11,3,4,Clean,86.25
SLW-3927,T-Shirt,White,Polyester,Casual,94,2,3,Clean,53.0
SLW-3928,Sarong,Cream,Cotton,Home,141,1,2,Clean,6.0
SLW-3929,Jeans,Blue,Denim,Casual,79,2,5,Clean,73.67
SLW-3930,Batik Shirt,Multicolor,Batik,Office,51,3,3,Dirty,49.0
SLW-3931,National Dress,Gold,Cotton,Religious,13,0,2,Clean,91.33
SLW-3932,Jacket,Brown,Polyester,Casual,98,1,3,Clean,51.0
SLW-3933,Batik Shirt,Blue,Batik,Office,55,3,3,Dirty,45.0
SLW-3934,Saree,Gold,Silk,Religious,13,2,4,Clean,83.75
SLW-3935,Dress,Green,Silk,Wedding,3,3,4,Clean,96.25
SLW-3936,T-Shirt,Red,Polyester,Casual,90,2,3,Clean,55.0
SLW-3937,Jacket,Grey,Denim,Casual,96,1,5,Clean,68.0
SLW-3938,Batik Shirt,Multicolor,Batik,Office,42,3,3,Dirty,58.0
SLW-3939,Saree,Blue,Cotton,Casual,85,0,2,Clean,43.33
SLW-3940,Salwar,White,Silk,Wedding,2,3,4,Clean,97.5
SLW-3941,Shirt,Blue,Linen,Office,52,2,2,Dirty,56.67
SLW-3942,Batik Shirt,Red,Batik,Office,57,1,3,Clean,43.0
SLW-3943,Sarong,Green,Batik,Casual,83,1,3,Clean,17.0
SLW-3944,Shorts,White,Cotton,Home,118,2,2,Dirty,21.33
SLW-3945,Jacket,Navy,Denim,Casual,85,0,5,Clean,71.67
SLW-3946,Trouser,Khaki,Cotton,Casual,94,0,2,Clean,37.33
SLW-3947,Trouser,Black,Cotton,Casual,91,1,2,Clean,39.33
SLW-3948,Shorts,Khaki,Cotton,Home,141,1,2,Clean,6.0
SLW-3949,Kurtha,Blue,Cotton,Religious,11,2,2,Dirty,92.67
SLW-3950,Saree,Green,Silk,Religious,10,2,4,Clean,87.5
SLW-3951,Jacket,Navy,Polyester,Casual,91,3,3,Dirty,54.5
SLW-3952,Batik Shirt,Blue,Batik,Office,44,0,3,Clean,56.0
SLW-3953,Saree,Blue,Silk,Religious,15,1,4,Clean,81.25
SLW-3954,Jacket,Navy,Polyester,Casual,91,0,3,Clean,54.5
SLW-3955,Sarong,Green,Batik,Casual,83,2,3,Clean,17.0
SLW-3956,Kurti,Yellow,Silk,Religious,11,0,4,Clean,86.25
SLW-3957,Dress,Green,Silk,Wedding,2,2,4,Clean,97.5
SLW-3958,Dress,Yellow,Silk,Wedding,2,0,4,Clean,97.5
SLW-3959,National Dress,White,Silk,Wedding,3,4,4,Dirty,96.25
SLW-3960,Salwar,Pink,Silk,Wedding,3,4,4,Dirty,96.25
SLW-3961,National Dress,White,Silk,Wedding,2,2,4,Clean,97.5
SLW-3962,Blouse,Gold,Cotton,Casual,101,1,2,Clean,32.67
SLW-3963,Trouser,Navy,Cotton,Casual,88,1,2,Clean,41.33
SLW-3964,Dress,Pink,Silk,Wedding,3,0,4,Clean,96.25
SLW-3965,Kurti,Green,Silk,Religious,11,1,4,Clean,86.25
SLW-3966,Blouse,Gold,Cotton,Casual,90,2,2,Dirty,40.0
SLW-3967,National Dress,White,Silk,Wedding,3,0,4,Clean,96.25
SLW-3968,Jeans,Black,Denim,Casual,74,0,5,Clean,75.33
SLW-3969,National Dress,Cream,Cotton,Religious,15,0,2,Clean,90.0
SLW-3970,Sarong,Cream,Cotton,Home,148,2,2,Dirty,1.33
SLW-3971,Batik Shirt,Multicolor,Batik,Casual,85,0,3,Clean,15.0
SLW-3972,Shorts,White,Cotton,Home,129,2,2,Dirty,14.0
SLW-3973,Salwar,Pink,Cotton,Casual,90,2,2,Dirty,40.0
SLW-3974,National Dress,Cream,Silk,Wedding,3,2,4,Clean,96.25
SLW-3975,Dress,Pink,Silk,Wedding,3,0,4,Clean,96.25
SLW-3976,Shorts,Black,Cotton,Home,139,2,2,Dirty,7.33
SLW-3977,T-Shirt,Blue,Polyester,Casual,91,0,3,Clean,54.5
SLW-3978,Shirt,Grey,Linen,Office,58,1,2,Clean,51.67
SLW-3979,Salwar,Pink,Cotton,Casual,91,1,2,Clean,39.33
SLW-3980,Shirt,Blue,Cotton,Office,43,0,2,Clean,71.33
SLW-3981,Sarong,White,Batik,Casual,97,0,3,Clean,3.0
SLW-3982,Trouser,Grey,Cotton,Casual,99,2,2,Dirty,34.0
SLW-3983,National Dress,Cream,Cotton,Religious,16,1,2,Clean,89.33
SLW-3984,T-Shirt,White,Cotton,Casual,80,2,2,Dirty,46.67
SLW-3985,Shorts,White,Cotton,Home,139,0,2,Clean,7.33
SLW-3986,Dress,Green,Silk,Wedding,1,2,4,Clean,98.75
SLW-3987,T-Shirt,White,Polyester,Casual,91,0,3,Clean,54.5
SLW-3988,Trouser,Navy,Cotton,Casual,84,0,2,Clean,44.0
SLW-3989,Shirt,Grey,Cotton,Office,61,1,2,Clean,59.33
SLW-3990,Salwar,Blue,Silk,Wedding,2,4,4,Dirty,97.5
SLW-3991,National Dress,White,Silk,Wedding,1,2,4,Clean,98.75
SLW-3992,Kurti,Blue,Cotton,Casual,84,1,2,Clean,44.0
SLW-3993,Jacket,Navy,Denim,Casual,74,0,5,Clean,75.33
SLW-3994,Trouser,Black,Linen,Office,54,2,2,Dirty,55.0
SLW-3995,Sarong,Cream,Batik,Casual,73,1,3,Clean,27.0
SLW-3996,Salwar,White,Cotton,Casual,88,1,2,Clean,41.33
SLW-3997,Batik Shirt,Red,Batik,Casual,73,2,3,Clean,27.0
SLW-3998,Salwar,Pink,Silk,Wedding,2,3,4,Clean,97.5
SLW-3999,School Uniform,White,Cotton,Office,59,2,2,Dirty,60.67
SLW-4000,Sarong,Cream,Batik,Casual,90,1,3,Clean,10.0
SLW-4001,Shorts,White,Cotton,Home,131,2,2,Dirty,12.67
SLW-4002,Jacket,Grey,Denim,Casual,87,4,5,Clean,71.0
SLW-4003,Jacket,Brown,Denim,Casual,88,2,5,Clean,70.67
SLW-4004,Trouser,Black,Linen,Office,52,2,2,Dirty,56.67
SLW-4005,Leggings,Black,Polyester,Home,127,3,3,Dirty,36.5
SLW-4006,Dress,Pink,Silk,Wedding,3,3,4,Clean,96.25
SLW-4007,Leggings,Black,Polyester,Home,116,0,3,Clean,42.0
SLW-4008,Kurti,Green,Silk,Religious,11,2,4,Clean,86.25
SLW-4009,T-Shirt,Grey,Polyester,Casual,84,0,3,Clean,58.0
SLW-4010,Sarong,Green,Batik,Casual,92,1,3,Clean,8.0
SLW-4011,Dress,Pink,Silk,Wedding,3,4,4,Dirty,96.25
SLW-4012,Batik Shirt,Multicolor,Batik,Casual,78,1,3,Clean,22.0
SLW-4013,Vest,Grey,Cotton,Home,130,2,2,Dirty,13.33
SLW-4014,School Uniform,Blue,Cotton,Office,51,1,2,Clean,66.0
SLW-4015,Kurti,Green,Silk,Religious,11,2,4,Clean,86.25
SLW-4016,Saree,Gold,Cotton,Casual,83,0,2,Clean,44.67
SLW-4017,Kurti,Purple,Cotton,Casual,84,0,2,Clean,44.0
SLW-4018,Salwar,Green,Cotton,Casual,92,0,2,Clean,38.67
SLW-4019,Jacket,Grey,Polyester,Casual,84,2,3,Clean,58.0
SLW-4020,Blouse,Green,Cotton,Casual,87,0,2,Clean,42.0
SLW-4021,Salwar,White,Cotton,Casual,103,1,2,Clean,31.33
SLW-4022,Saree,Red,Cotton,Casual,78,0,2,Clean,48.0
SLW-4023,School Uniform,Blue,Cotton,Office,38,0,2,Clean,74.67
SLW-4024,Sarong,Blue,Batik,Casual,93,1,3,Clean,7.0
SLW-4025,Leggings,Grey,Polyester,Home,132,1,3,Clean,34.0
SLW-4026,Blouse,Gold,Cotton,Casual,85,0,2,Clean,43.33
SLW-4027,Blouse,Red,Silk,Wedding,2,1,4,Clean,97.5
SLW-4028,Sarong,Blue,Cotton,Home,135,2,2,Dirty,10.0
SLW-4029,Trouser,Grey,Linen,Office,59,2,2,Dirty,50.83
SLW-4030,Shirt,Grey,Cotton,Office,54,0,2,Clean,64.0
SLW-4031,Salwar,Green,Silk,Wedding,3,1,4,Clean,96.25
SLW-4032,Jacket,Grey,Denim,Casual,78,4,5,Clean,74.0
SLW-4033,Shirt,White,Cotton,Office,43,0,2,Clean,71.33
SLW-4034,Blouse,Gold,Silk,Wedding,1,2,4,Clean,98.75
SLW-4035,Salwar,Pink,Silk,Wedding,2,2,4,Clean,97.5
SLW-4036,T-Shirt,Grey,Cotton,Casual,94,0,2,Clean,37.33
SLW-4037,Trouser,Black,Cotton,Casual,91,2,2,Dirty,39.33
SLW-4038,Salwar,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-4039,Blouse,Gold,Cotton,Casual,87,2,2,Dirty,42.0
SLW-4040,Blouse,Gold,Silk,Wedding,2,3,4,Clean,97.5
SLW-4041,Shirt,Blue,Cotton,Office,51,1,2,Clean,66.0
SLW-4042,Kurti,Yellow,Cotton,Casual,93,2,2,Dirty,38.0
SLW-4043,Saree,Gold,Silk,Religious,9,3,4,Clean,88.75
SLW-4044,Salwar,Blue,Silk,Wedding,3,3,4,Clean,96.25
SLW-4045,Saree,Red,Silk,Religious,13,3,4,Clean,83.75
SLW-4046,Dress,Yellow,Silk,Wedding,2,1,4,Clean,97.5
SLW-4047,Saree,Gold,Cotton,Casual,92,0,2,Clean,38.67
SLW-4048,Kurti,Green,Cotton,Casual,107,1,2,Clean,28.67
SLW-4049,Trouser,Black,Linen,Office,49,1,2,Clean,59.17
SLW-4050,T-Shirt,Black,Polyester,Casual,90,1,3,Clean,55.0
SLW-4051,Blouse,Gold,Silk,Wedding,2,3,4,Clean,97.5
SLW-4052,Batik Shirt,Blue,Batik,Casual,89,1,3,Clean,11.0
SLW-4053,Shorts,Khaki,Cotton,Home,141,0,2,Clean,6.0
SLW-4054,Leggings,Black,Polyester,Home,139,3,3,Dirty,30.5
SLW-4055,Salwar,Pink,Silk,Wedding,2,4,4,Dirty,97.5
SLW-4056,Salwar,White,Silk,Wedding,3,0,4,Clean,96.25
SLW-4057,Jeans,Blue,Denim,Casual,98,3,5,Clean,67.33
SLW-4058,Batik Shirt,Blue,Batik,Office,52,0,3,Clean,48.0
SLW-4059,Saree,Red,Silk,Religious,13,1,4,Clean,83.75
SLW-4060,T-Shirt,Grey,Cotton,Casual,86,0,2,Clean,42.67
SLW-4061,Sarong,White,Cotton,Home,143,0,2,Clean,4.67
SLW-4062,School Uniform,Blue,Cotton,Office,51,2,2,Dirty,66.0
SLW-4063,Blouse,Red,Cotton,Casual,81,2,2,Dirty,46.0
SLW-4064,National Dress,Cream,Cotton,Religious,12,0,2,Clean,92.0
SLW-4065,Vest,Grey,Cotton,Home,130,2,2,Dirty,13.33
SLW-4066,Blouse,Green,Silk,Wedding,2,1,4,Clean,97.5
SLW-4067,Shirt,Blue,Cotton,Office,51,1,2,Clean,66.0
SLW-4068,National Dress,Gold,Silk,Wedding,3,0,4,Clean,96.25
SLW-4069,Salwar,White,Cotton,Casual,79,1,2,Clean,47.33
SLW-4070,Sarong,White,Cotton,Home,146,0,2,Clean,2.67
SLW-4071,School Uniform,White,Cotton,Office,53,1,2,Clean,64.67
SLW-4072,Jacket,Navy,Polyester,Casual,83,3,3,Dirty,58.5
SLW-4073,Sarong,White,Cotton,Home,125,0,2,Clean,16.67
SLW-4074,National Dress,Cream,Silk,Wedding,2,3,4,Clean,97.5
SLW-4075,Saree,Blue,Silk,Religious,11,2,4,Clean,86.25
SLW-4076,National Dress,Gold,Silk,Wedding,3,3,4,Clean,96.25
SLW-4077,Jacket,Black,Denim,Casual,85,5,5,Dirty,71.67
SLW-4078,Dress,Red,Silk,Wedding,1,1,4,Clean,98.75
SLW-4079,National Dress,Cream,Silk,Wedding,2,0,4,Clean,97.5
SLW-4080,Shirt,Grey,Linen,Office,48,0,2,Clean,60.0
SLW-4081,Batik Shirt,Blue,Batik,Office,53,2,3,Clean,47.0
SLW-4082,Jacket,Navy,Denim,Casual,83,0,5,Clean,72.33
SLW-4083,Saree,Purple,Cotton,Casual,99,1,2,Clean,34.0
SLW-4084,Shirt,Blue,Cotton,Office,38,2,2,Dirty,74.67
SLW-4085,Trouser,Navy,Cotton,Casual,97,1,2,Clean,35.33
SLW-4086,Jacket,Grey,Denim,Casual,86,5,5,Dirty,71.33
SLW-4087,Kurti,Pink,Silk,Religious,13,2,4,Clean,83.75
SLW-4088,Jacket,Grey,Denim,Casual,88,0,5,Clean,70.67
SLW-4089,Leggings,Navy,Polyester,Home,147,3,3,Dirty,26.5
SLW-4090,Shirt,White,Linen,Office,47,1,2,Clean,60.83
SLW-4091,Kurtha,White,Cotton,Religious,10,0,2,Clean,93.33
SLW-4092,Vest,White,Cotton,Home,149,2,2,Dirty,0.67
SLW-4093,Shirt,Pink,Cotton,Office,49,0,2,Clean,67.33
SLW-4094,Dress,Yellow,Cotton,Casual,89,2,2,Dirty,40.67
SLW-4095,Blouse,Red,Silk,Wedding,3,0,4,Clean,96.25
SLW-4096,Kurti,Pink,Cotton,Casual,80,1,2,Clean,46.67
SLW-4097,Saree,Blue,Silk,Religious,12,0,4,Clean,85.0
SLW-4098,Saree,Green,Silk,Religious,11,1,4,Clean,86.25
SLW-4099,Shirt,Pink,Linen,Office,49,1,2,Clean,59.17
SLW-4100,Shorts,Khaki,Cotton,Home,138,1,2,Clean,8.0
SLW-4101,Kurti,Green,Silk,Religious,9,2,4,Clean,88.75
SLW-4102,Kurtha,White,Cotton,Religious,10,2,2,Dirty,93.33
SLW-4103,Jeans,Grey,Denim,Casual,97,3,5,Clean,67.67
SLW-4104,Dress,Pink,Silk,Wedding,3,4,4,Dirty,96.25
SLW-4105,Dress,Pink,Silk,Wedding,2,4,4,Dirty,97.5
SLW-4106,Blouse,Blue,Silk,Wedding,3,1,4,Clean,96.25
SLW-4107,Batik Shirt,Brown,Batik,Casual,85,3,3,Dirty,15.0
SLW-4108,Salwar,Pink,Cotton,Casual,97,0,2,Clean,35.33
SLW-4109,Shirt,Blue,Linen,Office,48,0,2,Clean,60.0
SLW-4110,Blouse,Green,Cotton,Casual,89,0,2,Clean,40.67
SLW-4111,School Uniform,White,Cotton,Office,56,1,2,Clean,62.67
SLW-4112,Leggings,Black,Polyester,Home,131,0,3,Clean,34.5
SLW-4113,Leggings,Grey,Polyester,Home,150,2,3,Clean,25.0
SLW-4114,Blouse,Green,Cotton,Casual,77,0,2,Clean,48.67
SLW-4115,Dress,Pink,Cotton,Casual,99,0,2,Clean,34.0
SLW-4116,Leggings,Black,Polyester,Home,135,3,3,Dirty,32.5
SLW-4117,National Dress,White,Cotton,Religious,11,0,2,Clean,92.67
SLW-4118,Salwar,White,Silk,Wedding,1,1,4,Clean,98.75
SLW-4119,Salwar,Pink,Cotton,Casual,84,2,2,Dirty,44.0
SLW-4120,Jeans,Blue,Denim,Casual,80,5,5,Dirty,73.33
SLW-4121,Salwar,Blue,Cotton,Casual,83,1,2,Clean,44.67
SLW-4122,Sarong,Brown,Batik,Casual,87,0,3,Clean,13.0
SLW-4123,Batik Shirt,Brown,Batik,Casual,94,3,3,Dirty,6.0
SLW-4124,Sarong,Blue,Cotton,Home,139,0,2,Clean,7.33
SLW-4125,Saree,Gold,Silk,Religious,12,0,4,Clean,85.0
SLW-4126,Batik Shirt,Multicolor,Batik,Casual,80,0,3,Clean,20.0
SLW-4127,Saree,Green,Silk,Religious,10,1,4,Clean,87.5
SLW-4128,Salwar,Blue,Silk,Wedding,4,1,4,Clean,95.0
SLW-4129,Dress,Green,Silk,Wedding,2,3,4,Clean,97.5
SLW-4130,Dress,Red,Cotton,Casual,99,2,2,Dirty,34.0
SLW-4131,T-Shirt,Black,Polyester,Casual,86,0,3,Clean,57.0
SLW-4132,Sarong,Brown,Batik,Casual,88,0,3,Clean,12.0
SLW-4133,Vest,Black,Cotton,Home,146,0,2,Clean,2.67
SLW-4134,Saree,Green,Cotton,Casual,96,0,2,Clean,36.0
SLW-4135,Blouse,Blue,Silk,Wedding,2,3,4,Clean,97.5
SLW-4136,School Uniform,Blue,Cotton,Office,47,2,2,Dirty,68.67
SLW-4137,Leggings,Navy,Polyester,Home,137,2,3,Clean,31.5
SLW-4138,National Dress,White,Silk,Wedding,3,3,4,Clean,96.25
SLW-4139,T-Shirt,Grey,Cotton,Casual,94,0,2,Clean,37.33
SLW-4140,Jeans,Grey,Denim,Casual,88,1,5,Clean,70.67
SLW-4141,National Dress,Gold,Cotton,Religious,12,1,2,Clean,92.0
SLW-4142,Sarong,Green,Batik,Casual,99,1,3,Clean,1.0
SLW-4143,Saree,Purple,Cotton,Casual,90,2,2,Dirty,40.0
SLW-4144,Kurti,Yellow,Silk,Religious,12,0,4,Clean,85.0
SLW-4145,Dress,Yellow,Silk,Wedding,1,2,4,Clean,98.75
SLW-4146,Blouse,Gold,Silk,Wedding,1,3,4,Clean,98.75
SLW-4147,Sarong,Green,Batik,Casual,90,2,3,Clean,10.0
SLW-4148,National Dress,White,Cotton,Religious,11,1,2,Clean,92.67
SLW-4149,Batik Shirt,Red,Batik,Office,46,0,3,Clean,54.0
SLW-4150,Kurti,Blue,Silk,Religious,12,2,4,Clean,85.0
SLW-4151,National Dress,White,Silk,Wedding,2,2,4,Clean,97.5
SLW-4152,School Uniform,White,Cotton,Office,56,0,2,Clean,62.67
SLW-4153,National Dress,White,Cotton,Religious,12,2,2,Dirty,92.0
SLW-4154,Vest,White,Cotton,Home,132,1,2,Clean,12.0
SLW-4155,School Uniform,White,Cotton,Office,55,0,2,Clean,63.33
SLW-4156,National Dress,White,Silk,Wedding,2,2,4,Clean,97.5
SLW-4157,Kurti,Blue,Cotton,Casual,91,2,2,Dirty,39.33
SLW-4158,Kurti,Blue,Cotton,Casual,84,1,2,Clean,44.0
SLW-4159,Sarong,White,Batik,Casual,83,2,3,Clean,17.0
SLW-4160,T-Shirt,Blue,Polyester,Casual,88,0,3,Clean,56.0
SLW-4161,Vest,Grey,Cotton,Home,138,1,2,Clean,8.0
SLW-4162,Jacket,Grey,Polyester,Casual,91,1,3,Clean,54.5
SLW-4163,Vest,Black,Cotton,Home,135,1,2,Clean,10.0
SLW-4164,Shirt,White,Linen,Office,38,0,2,Clean,68.33
SLW-4165,Shirt,White,Cotton,Office,47,1,2,Clean,68.67
SLW-4166,Jacket,Black,Polyester,Casual,93,1,3,Clean,53.5
SLW-4167,Kurti,Yellow,Cotton,Casual,85,1,2,Clean,43.33
SLW-4168,Kurti,Pink,Cotton,Casual,86,0,2,Clean,42.67
SLW-4169,Saree,Green,Cotton,Casual,94,0,2,Clean,37.33
SLW-4170,Batik Shirt,Brown,Batik,Casual,83,0,3,Clean,17.0
SLW-4171,Jacket,Navy,Denim,Casual,77,1,5,Clean,74.33
SLW-4172,Vest,White,Cotton,Home,136,2,2,Dirty,9.33
SLW-4173,Jacket,Brown,Polyester,Casual,84,2,3,Clean,58.0
SLW-4174,Kurtha,Cream,Cotton,Religious,10,0,2,Clean,93.33
SLW-4175,T-Shirt,Grey,Polyester,Casual,86,2,3,Clean,57.0
SLW-4176,Blouse,Red,Cotton,Casual,91,1,2,Clean,39.33
SLW-4177,Jacket,Brown,Denim,Casual,87,5,5,Dirty,71.0
SLW-4178,National Dress,Gold,Silk,Wedding,3,1,4,Clean,96.25
SLW-4179,Kurti,Green,Silk,Religious,14,0,4,Clean,82.5
SLW-4180,Kurti,Yellow,Cotton,Casual,85,2,2,Dirty,43.33
SLW-4181,Batik Shirt,Brown,Batik,Office,51,0,3,Clean,49.0
SLW-4182,Vest,Black,Cotton,Home,133,1,2,Clean,11.33
SLW-4183,Blouse,Blue,Cotton,Casual,82,0,2,Clean,45.33
SLW-4184,Batik Shirt,Red,Batik,Office,46,3,3,Dirty,54.0
SLW-4185,Saree,Gold,Cotton,Casual,84,1,2,Clean,44.0
SLW-4186,Batik Shirt,Red,Batik,Casual,90,2,3,Clean,10.0
SLW-4187,Shirt,White,Linen,Office,64,0,2,Clean,46.67
SLW-4188,Saree,Green,Cotton,Casual,82,2,2,Dirty,45.33
SLW-4189,T-Shirt,Blue,Cotton,Casual,85,1,2,Clean,43.33
SLW-4190,Vest,Black,Cotton,Home,137,1,2,Clean,8.67
SLW-4191,Leggings,Black,Polyester,Home,141,1,3,Clean,29.5
SLW-4192,Kurti,Blue,Cotton,Casual,89,1,2,Clean,40.67
SLW-4193,Shirt,Pink,Linen,Office,57,1,2,Clean,52.5
SLW-4194,Shorts,Blue,Cotton,Home,118,2,2,Dirty,21.33
SLW-4195,Dress,Pink,Cotton,Casual,71,1,2,Clean,52.67
SLW-4196,Blouse,Green,Cotton,Casual,84,2,2,Dirty,44.0
SLW-4197,Shirt,Pink,Linen,Office,56,0,2,Clean,53.33
SLW-4198,Jacket,Grey,Polyester,Casual,77,3,3,Dirty,61.5
SLW-4199,Jacket,Black,Denim,Casual,66,5,5,Dirty,78.0
SLW-4200,Kurti,Green,Silk,Religious,12,0,4,Clean,85.0
SLW-4201,Salwar,White,Cotton,Casual,89,2,2,Dirty,40.67
SLW-4202,Saree,Blue,Silk,Religious,10,0,4,Clean,87.5
SLW-4203,Jeans,Grey,Denim,Casual,81,1,5,Clean,73.0
SLW-4204,Jeans,Blue,Denim,Casual,81,0,5,Clean,73.0
SLW-4205,Jeans,Grey,Denim,Casual,88,3,5,Clean,70.67
SLW-4206,Batik Shirt,Multicolor,Batik,Casual,83,2,3,Clean,17.0
SLW-4207,Dress,Pink,Cotton,Casual,91,2,2,Dirty,39.33
SLW-4208,Jacket,Black,Denim,Casual,68,3,5,Clean,77.33
SLW-4209,Batik Shirt,Blue,Batik,Casual,82,1,3,Clean,18.0
SLW-4210,Leggings,Grey,Polyester,Home,128,3,3,Dirty,36.0
SLW-4211,National Dress,Cream,Cotton,Religious,11,1,2,Clean,92.67
SLW-4212,Batik Shirt,Red,Batik,Casual,84,2,3,Clean,16.0
SLW-4213,Kurti,Green,Silk,Religious,13,3,4,Clean,83.75
SLW-4214,Salwar,Green,Cotton,Casual,74,2,2,Dirty,50.67
SLW-4215,Batik Shirt,Multicolor,Batik,Office,50,2,3,Clean,50.0
SLW-4216,Sarong,Green,Batik,Casual,91,1,3,Clean,9.0
SLW-4217,Saree,Blue,Silk,Religious,14,1,4,Clean,82.5
SLW-4218,Kurti,Purple,Cotton,Casual,84,0,2,Clean,44.0
SLW-4219,Vest,White,Cotton,Home,140,1,2,Clean,6.67
SLW-4220,Leggings,Grey,Polyester,Home,123,2,3,Clean,38.5
SLW-4221,Dress,Red,Silk,Wedding,1,1,4,Clean,98.75
SLW-4222,National Dress,Gold,Cotton,Religious,13,0,2,Clean,91.33
SLW-4223,Shorts,White,Cotton,Home,137,1,2,Clean,8.67
SLW-4224,Trouser,Black,Linen,Office,57,0,2,Clean,52.5
SLW-4225,Saree,Blue,Silk,Religious,9,0,4,Clean,88.75
SLW-4226,Jeans,Black,Denim,Casual,91,0,5,Clean,69.67
SLW-4227,Blouse,Blue,Cotton,Casual,101,2,2,Dirty,32.67
SLW-4228,Blouse,Gold,Cotton,Casual,90,1,2,Clean,40.0
SLW-4229,Trouser,Navy,Cotton,Casual,89,1,2,Clean,40.67
SLW-4230,Blouse,Red,Silk,Wedding,3,0,4,Clean,96.25
SLW-4231,Jacket,Grey,Denim,Casual,77,3,5,Clean,74.33
SLW-4232,Vest,White,Cotton,Home,148,1,2,Clean,1.33
SLW-4233,National Dress,Cream,Cotton,Religious,11,1,2,Clean,92.67
SLW-4234,Dress,Pink,Silk,Wedding,3,3,4,Clean,96.25
SLW-4235,Salwar,Green,Cotton,Casual,77,0,2,Clean,48.67
SLW-4236,Shirt,Pink,Linen,Office,42,2,2,Dirty,65.0
SLW-4237,Blouse,Gold,Silk,Wedding,4,0,4,Clean,95.0
SLW-4238,Batik Shirt,Red,Batik,Casual,85,1,3,Clean,15.0
SLW-4239,Trouser,Grey,Cotton,Casual,98,2,2,Dirty,34.67
SLW-4240,Sarong,Green,Cotton,Home,137,0,2,Clean,8.67
SLW-4241,Leggings,Grey,Polyester,Home,123,1,3,Clean,38.5
SLW-4242,Blouse,Red,Cotton,Casual,94,1,2,Clean,37.33
SLW-4243,Kurtha,Cream,Cotton,Religious,11,2,2,Dirty,92.67
SLW-4244,T-Shirt,White,Cotton,Casual,92,2,2,Dirty,38.67
SLW-4245,Dress,Yellow,Cotton,Casual,88,0,2,Clean,41.33
SLW-4246,Trouser,Black,Linen,Office,40,2,2,Dirty,66.67
SLW-4247,Sarong,Cream,Batik,Casual,89,1,3,Clean,11.0
SLW-4248,Shorts,Blue,Cotton,Home,149,2,2,Dirty,0.67
SLW-4249,Kurti,Green,Silk,Religious,12,3,4,Clean,85.0
SLW-4250,Shirt,Blue,Linen,Office,49,0,2,Clean,59.17
SLW-4251,Trouser,Black,Cotton,Casual,95,2,2,Dirty,36.67
SLW-4252,Shirt,White,Linen,Office,51,1,2,Clean,57.5
SLW-4253,T-Shirt,Grey,Polyester,Casual,89,2,3,Clean,55.5
SLW-4254,Blouse,Blue,Silk,Wedding,2,0,4,Clean,97.5
SLW-4255,Trouser,Khaki,Linen,Office,51,1,2,Clean,57.5
SLW-4256,Shorts,White,Cotton,Home,146,1,2,Clean,2.67
SLW-4257,Blouse,Blue,Silk,Wedding,2,4,4,Dirty,97.5
SLW-4258,Jacket,Black,Polyester,Casual,97,2,3,Clean,51.5
SLW-4259,Leggings,Grey,Polyester,Home,137,1,3,Clean,31.5
SLW-4260,Shorts,Blue,Cotton,Home,130,1,2,Clean,13.33
