bust,waist,hips,height,body_shape,image_path
82.9,80.7,94.3,155.0,Pear,data/model1_body_shape\images\01619.png
83.5,74.3,78.1,163.7,Rectangle,data/model1_body_shape\images\03713.png
105.6,105.9,101.0,169.2,Apple,data/model1_body_shape\images\02060.png
87.8,92.4,91.0,155.9,Apple,data/model1_body_shape\images\02219.png
80.3,70.5,94.8,148.4,Pear,data/model1_body_shape\images\01673.png
100.7,64.1,105.0,154.9,Hourglass,data/model1_body_shape\images\00260.png
89.0,76.6,73.1,164.0,InvertedTriangle,data/model1_body_shape\images\04417.png
94.1,93.4,97.5,168.4,Apple,data/model1_body_shape\images\02039.png
83.5,59.6,87.3,168.5,Hourglass,data/model1_body_shape\images\00901.png
101.5,90.7,97.3,159.1,Rectangle,data/model1_body_shape\images\03744.png
91.3,94.8,90.0,157.7,Apple,data/model1_body_shape\images\02026.png
98.4,84.6,108.8,157.9,Pear,data/model1_body_shape\images\01917.png
100.3,72.8,117.6,155.2,Pear,data/model1_body_shape\images\01828.png
99.3,93.1,116.4,174.0,Pear,data/model1_body_shape\images\01573.png
101.1,92.0,90.1,156.6,InvertedTriangle,data/model1_body_shape\images\04394.png
99.4,70.3,83.5,159.0,InvertedTriangle,data/model1_body_shape\images\04208.png
93.6,69.5,99.1,148.8,Hourglass,data/model1_body_shape\images\00224.png
85.7,63.7,82.6,163.7,Hourglass,data/model1_body_shape\images\00723.png
96.7,77.5,84.2,167.6,InvertedTriangle,data/model1_body_shape\images\04485.png
88.5,84.6,103.1,146.9,Pear,data/model1_body_shape\images\01141.png
106.5,101.9,103.4,167.9,Apple,data/model1_body_shape\images\02762.png
83.3,59.1,80.9,150.6,Hourglass,data/model1_body_shape\images\00846.png
97.4,97.3,102.9,165.6,Apple,data/model1_body_shape\images\02551.png
98.7,92.7,96.8,158.6,Apple,data/model1_body_shape\images\02928.png
84.9,59.2,80.5,169.5,Hourglass,data/model1_body_shape\images\00117.png
98.0,74.2,97.5,158.6,Hourglass,data/model1_body_shape\images\00645.png
97.5,67.5,101.3,156.0,Hourglass,data/model1_body_shape\images\00003.png
109.8,67.0,95.2,160.3,InvertedTriangle,data/model1_body_shape\images\04170.png
94.1,65.4,95.8,172.3,Hourglass,data/model1_body_shape\images\00467.png
100.2,79.8,98.4,160.9,Hourglass,data/model1_body_shape\images\00005.png
98.1,73.7,97.4,169.4,Hourglass,data/model1_body_shape\images\00919.png
103.2,103.7,97.4,162.1,Apple,data/model1_body_shape\images\02595.png
79.2,65.3,96.4,176.9,Pear,data/model1_body_shape\images\01063.png
95.9,101.2,101.8,169.3,Apple,data/model1_body_shape\images\02590.png
96.6,66.1,96.2,159.5,Hourglass,data/model1_body_shape\images\00242.png
86.0,64.9,96.0,166.5,Pear,data/model1_body_shape\images\01160.png
90.0,87.5,89.2,169.9,Apple,data/model1_body_shape\images\02870.png
105.5,99.4,109.7,160.5,Rectangle,data/model1_body_shape\images\03735.png
95.4,93.7,98.5,152.0,Apple,data/model1_body_shape\images\02397.png
96.0,81.5,96.7,150.6,Rectangle,data/model1_body_shape\images\03517.png
98.8,88.5,92.9,172.3,Rectangle,data/model1_body_shape\images\03421.png
96.1,98.9,100.2,162.6,Apple,data/model1_body_shape\images\02563.png
105.7,66.8,119.8,162.5,Pear,data/model1_body_shape\images\01605.png
94.1,89.9,76.6,156.4,InvertedTriangle,data/model1_body_shape\images\04828.png
102.4,103.7,102.5,160.7,Apple,data/model1_body_shape\images\02324.png
102.0,97.7,105.7,156.5,Apple,data/model1_body_shape\images\02709.png
104.8,74.7,93.1,152.9,InvertedTriangle,data/model1_body_shape\images\04398.png
87.6,80.5,97.6,155.7,Pear,data/model1_body_shape\images\01312.png
103.2,94.7,107.8,164.1,Rectangle,data/model1_body_shape\images\03448.png
103.0,95.4,105.2,166.2,Rectangle,data/model1_body_shape\images\03812.png
90.4,75.4,75.6,163.8,InvertedTriangle,data/model1_body_shape\images\04655.png
109.0,104.7,107.3,161.5,Apple,data/model1_body_shape\images\02362.png
80.2,70.3,96.5,154.2,Pear,data/model1_body_shape\images\01975.png
93.0,84.2,94.4,169.5,Rectangle,data/model1_body_shape\images\03514.png
90.2,77.0,101.5,152.6,Pear,data/model1_body_shape\images\01761.png
97.8,100.7,98.5,150.6,Apple,data/model1_body_shape\images\02739.png
96.1,88.1,83.3,152.7,InvertedTriangle,data/model1_body_shape\images\04844.png
111.4,103.5,105.6,151.6,Apple,data/model1_body_shape\images\02472.png
90.8,75.6,78.4,167.2,InvertedTriangle,data/model1_body_shape\images\04007.png
77.6,63.6,92.3,169.8,Pear,data/model1_body_shape\images\01493.png
92.4,84.3,75.5,174.1,InvertedTriangle,data/model1_body_shape\images\04206.png
95.3,88.7,91.3,159.1,Apple,data/model1_body_shape\images\02158.png
84.4,80.4,98.9,164.3,Pear,data/model1_body_shape\images\01169.png
89.0,81.7,79.4,153.6,InvertedTriangle,data/model1_body_shape\images\04516.png
87.0,59.3,92.3,160.4,Hourglass,data/model1_body_shape\images\00232.png
104.1,64.9,100.1,161.1,Hourglass,data/model1_body_shape\images\00066.png
90.9,68.7,107.6,150.7,Pear,data/model1_body_shape\images\01603.png
97.4,83.9,99.2,159.3,Rectangle,data/model1_body_shape\images\03283.png
82.4,74.3,85.6,160.9,Rectangle,data/model1_body_shape\images\03596.png
94.5,63.8,98.1,156.0,Hourglass,data/model1_body_shape\images\00125.png
80.8,63.7,94.9,155.9,Pear,data/model1_body_shape\images\01296.png
85.1,75.4,94.4,164.4,Pear,data/model1_body_shape\images\01976.png
107.8,77.0,96.0,165.7,InvertedTriangle,data/model1_body_shape\images\04517.png
89.9,83.1,77.0,168.8,InvertedTriangle,data/model1_body_shape\images\04481.png
100.4,99.6,106.2,161.8,Apple,data/model1_body_shape\images\02075.png
102.2,93.0,97.5,169.3,Rectangle,data/model1_body_shape\images\03086.png
106.9,96.0,97.0,156.7,InvertedTriangle,data/model1_body_shape\images\04345.png
95.4,83.6,94.9,162.6,Rectangle,data/model1_body_shape\images\03345.png
104.5,65.1,87.7,169.4,InvertedTriangle,data/model1_body_shape\images\04464.png
94.3,94.3,99.8,158.0,Apple,data/model1_body_shape\images\02797.png
98.4,60.6,93.2,160.1,Hourglass,data/model1_body_shape\images\00918.png
95.5,74.2,111.7,163.1,Pear,data/model1_body_shape\images\01646.png
92.4,67.5,89.2,167.2,Hourglass,data/model1_body_shape\images\00364.png
97.4,81.3,94.2,161.8,Rectangle,data/model1_body_shape\images\03287.png
95.6,97.8,100.3,158.4,Apple,data/model1_body_shape\images\02125.png
109.1,96.3,94.5,165.0,InvertedTriangle,data/model1_body_shape\images\04123.png
82.3,59.7,87.5,159.6,Hourglass,data/model1_body_shape\images\00525.png
89.2,66.7,89.1,171.4,Hourglass,data/model1_body_shape\images\00055.png
95.4,74.0,98.4,165.9,Hourglass,data/model1_body_shape\images\00638.png
89.6,67.2,90.3,166.4,Hourglass,data/model1_body_shape\images\00302.png
103.8,96.3,99.2,171.7,Apple,data/model1_body_shape\images\02766.png
95.3,72.0,109.4,169.7,Pear,data/model1_body_shape\images\01276.png
88.7,85.6,84.8,159.2,Apple,data/model1_body_shape\images\02055.png
104.3,93.1,107.0,166.2,Rectangle,data/model1_body_shape\images\03644.png
92.7,87.2,76.6,161.7,InvertedTriangle,data/model1_body_shape\images\04143.png
95.9,96.5,95.6,150.8,Apple,data/model1_body_shape\images\02878.png
100.7,83.9,86.2,160.3,InvertedTriangle,data/model1_body_shape\images\04202.png
110.6,104.2,109.2,154.2,Apple,data/model1_body_shape\images\02286.png
111.6,109.6,110.0,152.0,Apple,data/model1_body_shape\images\02261.png
92.3,92.7,90.4,165.9,Apple,data/model1_body_shape\images\02296.png
88.6,78.4,104.0,156.0,Pear,data/model1_body_shape\images\01753.png
97.7,69.2,109.4,166.4,Pear,data/model1_body_shape\images\01968.png
92.5,68.4,81.3,161.1,InvertedTriangle,data/model1_body_shape\images\04351.png
90.6,76.1,85.6,169.1,Rectangle,data/model1_body_shape\images\03117.png
109.3,111.6,104.5,176.1,Apple,data/model1_body_shape\images\02393.png
99.1,65.9,105.0,163.9,Hourglass,data/model1_body_shape\images\00523.png
97.5,85.0,101.8,152.0,Rectangle,data/model1_body_shape\images\03900.png
90.4,81.3,89.5,159.5,Rectangle,data/model1_body_shape\images\03122.png
101.3,81.7,90.6,169.8,InvertedTriangle,data/model1_body_shape\images\04156.png
83.4,65.3,98.0,163.3,Pear,data/model1_body_shape\images\01969.png
93.2,62.0,98.0,158.4,Hourglass,data/model1_body_shape\images\00671.png
89.4,77.6,77.7,169.5,InvertedTriangle,data/model1_body_shape\images\04188.png
99.7,71.8,96.6,161.7,Hourglass,data/model1_body_shape\images\00666.png
97.6,69.6,88.0,145.5,InvertedTriangle,data/model1_body_shape\images\04338.png
81.9,78.1,93.8,163.4,Pear,data/model1_body_shape\images\01887.png
97.1,91.5,102.0,159.9,Rectangle,data/model1_body_shape\images\03266.png
98.5,80.3,100.3,170.6,Hourglass,data/model1_body_shape\images\00280.png
108.1,93.9,119.3,168.2,Pear,data/model1_body_shape\images\01719.png
103.9,102.0,97.9,161.9,Apple,data/model1_body_shape\images\02947.png
98.1,62.2,99.9,173.2,Hourglass,data/model1_body_shape\images\00899.png
108.5,76.5,92.5,157.6,InvertedTriangle,data/model1_body_shape\images\04850.png
86.4,62.6,89.1,159.7,Hourglass,data/model1_body_shape\images\00760.png
76.2,68.0,92.7,168.6,Pear,data/model1_body_shape\images\01906.png
94.5,75.9,79.6,166.5,InvertedTriangle,data/model1_body_shape\images\04042.png
83.8,77.9,89.2,166.9,Rectangle,data/model1_body_shape\images\03823.png
97.3,75.7,80.3,159.6,InvertedTriangle,data/model1_body_shape\images\04138.png
83.2,68.3,82.9,169.1,Rectangle,data/model1_body_shape\images\03818.png
89.4,72.7,79.3,158.0,InvertedTriangle,data/model1_body_shape\images\04300.png
91.1,92.5,89.6,164.5,Apple,data/model1_body_shape\images\02593.png
108.6,71.3,99.6,164.5,InvertedTriangle,data/model1_body_shape\images\04164.png
100.7,89.1,95.4,166.8,Rectangle,data/model1_body_shape\images\03031.png
94.7,85.3,93.6,152.1,Rectangle,data/model1_body_shape\images\03579.png
88.0,90.5,91.8,164.8,Apple,data/model1_body_shape\images\02832.png
98.9,86.3,92.9,175.0,Rectangle,data/model1_body_shape\images\03472.png
86.3,58.5,91.2,151.0,Hourglass,data/model1_body_shape\images\00137.png
92.0,93.3,93.4,155.1,Apple,data/model1_body_shape\images\02180.png
92.8,88.1,94.2,168.4,Apple,data/model1_body_shape\images\02128.png
96.4,84.3,100.9,166.1,Rectangle,data/model1_body_shape\images\03177.png
89.2,67.9,71.7,155.6,InvertedTriangle,data/model1_body_shape\images\04367.png
104.6,77.6,89.1,161.8,InvertedTriangle,data/model1_body_shape\images\04261.png
96.2,82.6,81.4,151.8,InvertedTriangle,data/model1_body_shape\images\04344.png
83.9,79.9,94.2,160.7,Pear,data/model1_body_shape\images\01331.png
106.8,105.8,110.7,165.7,Apple,data/model1_body_shape\images\02017.png
87.0,80.8,84.6,163.7,Apple,data/model1_body_shape\images\02482.png
80.0,63.0,94.7,153.7,Pear,data/model1_body_shape\images\01358.png
93.1,89.0,110.2,150.9,Pear,data/model1_body_shape\images\01329.png
103.1,103.3,102.6,152.6,Apple,data/model1_body_shape\images\02150.png
106.8,110.8,109.3,159.7,Apple,data/model1_body_shape\images\02122.png
88.6,82.6,93.4,168.3,Rectangle,data/model1_body_shape\images\03981.png
91.9,89.9,103.1,169.9,Pear,data/model1_body_shape\images\01252.png
80.0,65.5,80.4,164.9,Rectangle,data/model1_body_shape\images\03278.png
97.1,82.8,98.8,160.2,Rectangle,data/model1_body_shape\images\03374.png
91.7,87.2,93.0,167.2,Apple,data/model1_body_shape\images\02814.png
86.9,71.6,98.7,166.7,Pear,data/model1_body_shape\images\01848.png
103.8,97.1,108.7,166.0,Rectangle,data/model1_body_shape\images\03037.png
103.4,79.6,108.3,169.6,Hourglass,data/model1_body_shape\images\00388.png
102.4,67.0,106.9,165.7,Hourglass,data/model1_body_shape\images\00235.png
81.4,66.1,95.5,154.7,Pear,data/model1_body_shape\images\01077.png
90.6,69.4,107.7,164.6,Pear,data/model1_body_shape\images\01984.png
92.6,74.5,74.8,163.6,InvertedTriangle,data/model1_body_shape\images\04363.png
87.7,78.7,90.1,169.8,Rectangle,data/model1_body_shape\images\03962.png
104.5,64.7,102.1,156.2,Hourglass,data/model1_body_shape\images\00770.png
110.1,112.3,115.9,161.9,Apple,data/model1_body_shape\images\02165.png
102.7,69.8,99.4,157.9,Hourglass,data/model1_body_shape\images\00673.png
85.7,61.8,87.2,166.3,Hourglass,data/model1_body_shape\images\00249.png
85.2,82.3,100.0,152.7,Pear,data/model1_body_shape\images\01574.png
102.8,89.3,101.2,170.1,Rectangle,data/model1_body_shape\images\03419.png
97.2,98.0,98.0,166.2,Apple,data/model1_body_shape\images\02081.png
89.2,62.9,99.4,158.6,Pear,data/model1_body_shape\images\01823.png
104.6,61.0,99.9,161.2,Hourglass,data/model1_body_shape\images\00716.png
107.5,97.4,98.4,156.1,InvertedTriangle,data/model1_body_shape\images\04668.png
105.9,107.1,102.9,155.3,Apple,data/model1_body_shape\images\02048.png
97.6,90.0,85.5,161.1,InvertedTriangle,data/model1_body_shape\images\04178.png
91.7,91.0,92.1,156.3,Apple,data/model1_body_shape\images\02724.png
97.1,83.9,86.0,157.4,InvertedTriangle,data/model1_body_shape\images\04521.png
89.7,82.2,100.7,149.3,Pear,data/model1_body_shape\images\01460.png
93.6,70.1,102.9,161.9,Pear,data/model1_body_shape\images\01668.png
90.5,91.5,94.1,169.3,Apple,data/model1_body_shape\images\02756.png
110.4,104.0,106.3,158.1,Apple,data/model1_body_shape\images\02000.png
90.9,60.2,87.2,158.8,Hourglass,data/model1_body_shape\images\00404.png
87.8,61.7,90.8,162.9,Hourglass,data/model1_body_shape\images\00384.png
93.7,73.0,82.1,172.1,InvertedTriangle,data/model1_body_shape\images\04535.png
90.7,91.5,86.3,164.8,Apple,data/model1_body_shape\images\02152.png
90.2,87.3,99.2,145.0,Pear,data/model1_body_shape\images\01633.png
105.3,88.1,95.2,154.5,InvertedTriangle,data/model1_body_shape\images\04586.png
100.1,87.2,97.9,168.0,Rectangle,data/model1_body_shape\images\03925.png
100.6,91.9,87.5,163.5,InvertedTriangle,data/model1_body_shape\images\04158.png
94.5,62.7,94.1,164.0,Hourglass,data/model1_body_shape\images\00223.png
105.0,105.3,101.1,157.4,Apple,data/model1_body_shape\images\02193.png
98.9,90.9,104.4,148.5,Rectangle,data/model1_body_shape\images\03136.png
104.5,81.8,118.7,161.2,Pear,data/model1_body_shape\images\01824.png
95.9,73.2,86.3,165.3,InvertedTriangle,data/model1_body_shape\images\04600.png
82.3,59.2,79.7,164.6,Hourglass,data/model1_body_shape\images\00797.png
97.5,100.6,98.6,145.0,Apple,data/model1_body_shape\images\02871.png
85.1,60.0,84.8,166.6,Hourglass,data/model1_body_shape\images\00009.png
83.8,76.7,99.3,151.3,Pear,data/model1_body_shape\images\01944.png
97.6,87.7,108.5,169.4,Pear,data/model1_body_shape\images\01838.png
90.8,64.0,93.7,164.5,Hourglass,data/model1_body_shape\images\00255.png
94.8,90.0,85.7,154.3,InvertedTriangle,data/model1_body_shape\images\04508.png
83.4,67.7,100.3,168.3,Pear,data/model1_body_shape\images\01581.png
101.8,108.7,106.5,167.9,Apple,data/model1_body_shape\images\02956.png
88.0,67.1,90.5,157.5,Hourglass,data/model1_body_shape\images\00924.png
90.2,75.0,76.4,160.8,InvertedTriangle,data/model1_body_shape\images\04429.png
108.4,104.9,106.7,155.7,Apple,data/model1_body_shape\images\02508.png
97.6,84.2,94.8,160.1,Rectangle,data/model1_body_shape\images\03775.png
100.7,93.9,83.1,169.2,InvertedTriangle,data/model1_body_shape\images\04136.png
90.3,91.1,85.5,177.9,Apple,data/model1_body_shape\images\02779.png
88.2,59.8,88.2,177.4,Hourglass,data/model1_body_shape\images\00539.png
101.0,96.4,97.8,159.5,Apple,data/model1_body_shape\images\02745.png
100.1,74.4,86.5,161.2,InvertedTriangle,data/model1_body_shape\images\04498.png
107.0,99.9,97.1,157.2,InvertedTriangle,data/model1_body_shape\images\04571.png
89.8,76.2,100.0,156.8,Pear,data/model1_body_shape\images\01145.png
94.3,65.0,99.7,162.0,Hourglass,data/model1_body_shape\images\00667.png
96.3,85.1,92.4,170.1,Rectangle,data/model1_body_shape\images\03019.png
104.5,64.7,110.2,159.7,Hourglass,data/model1_body_shape\images\00357.png
95.7,90.1,95.8,158.8,Apple,data/model1_body_shape\images\02831.png
90.1,92.7,85.2,162.3,Apple,data/model1_body_shape\images\02783.png
95.4,80.1,104.5,176.2,Pear,data/model1_body_shape\images\01353.png
95.3,62.3,89.5,157.5,Hourglass,data/model1_body_shape\images\00470.png
98.1,103.8,100.3,156.1,Apple,data/model1_body_shape\images\02703.png
87.8,78.5,92.3,147.1,Rectangle,data/model1_body_shape\images\03330.png
82.1,73.1,77.5,168.2,Rectangle,data/model1_body_shape\images\03637.png
100.1,83.9,109.2,167.5,Pear,data/model1_body_shape\images\01396.png
96.8,81.1,92.3,149.9,Rectangle,data/model1_body_shape\images\03584.png
98.5,71.6,85.2,165.9,InvertedTriangle,data/model1_body_shape\images\04486.png
96.2,81.0,97.6,158.2,Rectangle,data/model1_body_shape\images\03376.png
83.0,65.1,93.6,158.3,Pear,data/model1_body_shape\images\01256.png
103.7,89.9,98.3,164.8,Rectangle,data/model1_body_shape\images\03512.png
80.5,65.1,97.5,161.6,Pear,data/model1_body_shape\images\01250.png
93.6,86.3,83.7,169.1,InvertedTriangle,data/model1_body_shape\images\04807.png
88.5,84.1,73.0,150.2,InvertedTriangle,data/model1_body_shape\images\04298.png
89.2,78.2,90.9,157.4,Rectangle,data/model1_body_shape\images\03284.png
102.7,95.3,99.6,156.8,Apple,data/model1_body_shape\images\02933.png
101.3,65.4,85.8,160.7,InvertedTriangle,data/model1_body_shape\images\04175.png
87.3,80.2,98.0,172.8,Pear,data/model1_body_shape\images\01852.png
96.1,72.5,84.2,161.7,InvertedTriangle,data/model1_body_shape\images\04869.png
106.1,113.5,110.2,167.1,Apple,data/model1_body_shape\images\02105.png
94.6,60.4,90.6,168.3,Hourglass,data/model1_body_shape\images\00133.png
94.3,67.6,89.3,162.0,Hourglass,data/model1_body_shape\images\00928.png
92.4,71.2,94.9,152.6,Hourglass,data/model1_body_shape\images\00823.png
102.6,79.0,91.2,149.3,InvertedTriangle,data/model1_body_shape\images\04543.png
95.7,73.0,108.9,166.3,Pear,data/model1_body_shape\images\01531.png
86.9,68.1,99.9,167.0,Pear,data/model1_body_shape\images\01214.png
94.7,58.4,95.9,163.4,Hourglass,data/model1_body_shape\images\00504.png
106.7,65.4,91.0,172.0,InvertedTriangle,data/model1_body_shape\images\04285.png
92.2,73.1,107.4,162.1,Pear,data/model1_body_shape\images\01996.png
84.7,68.4,81.0,150.8,Rectangle,data/model1_body_shape\images\03072.png
87.8,75.9,102.7,153.9,Pear,data/model1_body_shape\images\01958.png
77.7,71.3,95.6,150.8,Pear,data/model1_body_shape\images\01384.png
87.9,59.9,84.3,164.7,Hourglass,data/model1_body_shape\images\00894.png
92.8,60.8,89.0,150.4,Hourglass,data/model1_body_shape\images\00455.png
109.8,92.6,96.2,154.1,InvertedTriangle,data/model1_body_shape\images\04879.png
91.5,78.4,85.6,175.7,Rectangle,data/model1_body_shape\images\03709.png
106.9,102.0,91.5,150.8,InvertedTriangle,data/model1_body_shape\images\04618.png
109.3,91.3,99.7,163.9,InvertedTriangle,data/model1_body_shape\images\04268.png
98.7,93.7,103.5,162.7,Rectangle,data/model1_body_shape\images\03522.png
111.6,86.8,100.4,163.8,InvertedTriangle,data/model1_body_shape\images\04134.png
96.5,85.0,97.1,159.6,Rectangle,data/model1_body_shape\images\03602.png
87.2,61.4,84.5,158.3,Hourglass,data/model1_body_shape\images\00713.png
103.4,88.3,85.9,171.5,InvertedTriangle,data/model1_body_shape\images\04186.png
86.2,83.5,84.3,157.9,Apple,data/model1_body_shape\images\02214.png
86.0,82.4,84.2,157.8,Apple,data/model1_body_shape\images\02923.png
101.5,96.1,111.2,163.2,Pear,data/model1_body_shape\images\01810.png
91.2,76.6,85.8,166.8,Rectangle,data/model1_body_shape\images\03486.png
99.8,88.1,95.0,163.0,Rectangle,data/model1_body_shape\images\03141.png
87.3,66.0,97.2,158.0,Pear,data/model1_body_shape\images\01827.png
99.4,65.8,116.4,169.0,Pear,data/model1_body_shape\images\01155.png
84.3,77.7,96.5,167.2,Pear,data/model1_body_shape\images\01324.png
110.2,95.4,94.1,156.2,InvertedTriangle,data/model1_body_shape\images\04312.png
92.9,63.5,97.0,153.1,Hourglass,data/model1_body_shape\images\00510.png
105.7,78.1,119.4,166.4,Pear,data/model1_body_shape\images\01680.png
85.7,58.5,87.9,163.7,Hourglass,data/model1_body_shape\images\00499.png
92.2,67.4,80.9,156.3,InvertedTriangle,data/model1_body_shape\images\04536.png
101.9,91.9,113.5,161.2,Pear,data/model1_body_shape\images\01856.png
99.9,62.3,114.2,154.6,Pear,data/model1_body_shape\images\01388.png
101.5,91.5,105.8,150.9,Rectangle,data/model1_body_shape\images\03719.png
92.1,89.3,86.7,161.9,Apple,data/model1_body_shape\images\02386.png
83.3,71.9,77.4,160.0,Rectangle,data/model1_body_shape\images\03236.png
81.0,68.7,96.1,169.7,Pear,data/model1_body_shape\images\01540.png
101.2,83.3,116.6,162.1,Pear,data/model1_body_shape\images\01217.png
101.2,96.7,98.7,168.4,Apple,data/model1_body_shape\images\02681.png
109.6,107.7,108.3,170.9,Apple,data/model1_body_shape\images\02993.png
100.3,69.6,113.2,157.5,Pear,data/model1_body_shape\images\01191.png
88.5,75.1,98.9,167.0,Pear,data/model1_body_shape\images\01542.png
85.1,70.1,79.2,152.3,Rectangle,data/model1_body_shape\images\03301.png
102.0,93.0,102.0,159.9,Rectangle,data/model1_body_shape\images\03324.png
94.7,96.1,92.0,168.3,Apple,data/model1_body_shape\images\02539.png
96.6,68.5,102.1,153.1,Hourglass,data/model1_body_shape\images\00953.png
101.6,75.7,89.5,160.9,InvertedTriangle,data/model1_body_shape\images\04330.png
100.6,76.6,96.4,159.7,Hourglass,data/model1_body_shape\images\00732.png
81.2,77.7,96.4,174.5,Pear,data/model1_body_shape\images\01156.png
93.3,81.3,94.9,157.3,Rectangle,data/model1_body_shape\images\03294.png
87.6,80.2,86.3,179.3,Apple,data/model1_body_shape\images\02982.png
107.5,103.4,107.5,161.2,Apple,data/model1_body_shape\images\02156.png
87.4,65.0,102.0,164.7,Pear,data/model1_body_shape\images\01062.png
107.9,105.7,109.0,159.5,Apple,data/model1_body_shape\images\02616.png
92.3,70.4,102.5,172.8,Pear,data/model1_body_shape\images\01167.png
93.0,82.4,88.8,169.2,Rectangle,data/model1_body_shape\images\03222.png
95.6,82.0,90.9,149.5,Rectangle,data/model1_body_shape\images\03636.png
99.7,104.4,104.7,162.8,Apple,data/model1_body_shape\images\02938.png
93.5,84.2,79.7,163.4,InvertedTriangle,data/model1_body_shape\images\04491.png
88.4,74.9,84.8,163.3,Rectangle,data/model1_body_shape\images\03140.png
103.8,81.7,104.9,153.3,Hourglass,data/model1_body_shape\images\00143.png
100.0,87.8,95.1,146.1,Rectangle,data/model1_body_shape\images\03577.png
102.0,101.1,105.3,169.9,Apple,data/model1_body_shape\images\02782.png
105.6,76.0,107.0,179.5,Hourglass,data/model1_body_shape\images\00717.png
87.2,71.0,102.1,163.8,Pear,data/model1_body_shape\images\01819.png
103.1,107.1,106.8,165.5,Apple,data/model1_body_shape\images\02502.png
91.2,75.4,76.2,152.7,InvertedTriangle,data/model1_body_shape\images\04360.png
96.7,90.9,79.3,177.5,InvertedTriangle,data/model1_body_shape\images\04171.png
86.7,63.1,81.4,159.4,Hourglass,data/model1_body_shape\images\00395.png
99.4,67.5,83.3,151.3,InvertedTriangle,data/model1_body_shape\images\04836.png
97.2,69.4,82.3,162.5,InvertedTriangle,data/model1_body_shape\images\04492.png
91.4,69.0,100.6,157.6,Pear,data/model1_body_shape\images\01365.png
111.8,66.5,98.1,171.1,InvertedTriangle,data/model1_body_shape\images\04558.png
86.5,61.4,82.0,166.6,Hourglass,data/model1_body_shape\images\00595.png
89.9,78.0,85.9,170.5,Rectangle,data/model1_body_shape\images\03952.png
101.1,105.0,100.2,160.1,Apple,data/model1_body_shape\images\02914.png
109.1,109.5,104.1,171.0,Apple,data/model1_body_shape\images\02326.png
103.2,86.6,100.4,157.5,Rectangle,data/model1_body_shape\images\03766.png
102.4,92.1,101.8,167.3,Rectangle,data/model1_body_shape\images\03440.png
83.3,73.3,84.9,167.2,Rectangle,data/model1_body_shape\images\03851.png
99.8,89.2,90.0,165.7,InvertedTriangle,data/model1_body_shape\images\04132.png
109.8,79.8,95.8,166.8,InvertedTriangle,data/model1_body_shape\images\04591.png
96.2,88.8,96.6,164.2,Apple,data/model1_body_shape\images\02143.png
93.0,83.7,106.3,162.3,Pear,data/model1_body_shape\images\01571.png
109.7,98.7,98.7,154.7,InvertedTriangle,data/model1_body_shape\images\04079.png
97.0,86.2,113.7,167.4,Pear,data/model1_body_shape\images\01122.png
93.6,96.3,96.2,175.6,Apple,data/model1_body_shape\images\02786.png
111.8,115.9,115.9,161.7,Apple,data/model1_body_shape\images\02967.png
89.9,93.9,91.5,162.6,Apple,data/model1_body_shape\images\02504.png
85.3,76.7,89.8,158.8,Rectangle,data/model1_body_shape\images\03465.png
90.5,60.3,89.5,152.0,Hourglass,data/model1_body_shape\images\00675.png
91.8,83.9,90.0,167.3,Apple,data/model1_body_shape\images\02808.png
83.9,75.1,84.1,169.1,Rectangle,data/model1_body_shape\images\03348.png
93.3,59.3,91.2,148.7,Hourglass,data/model1_body_shape\images\00728.png
91.6,59.6,86.0,162.3,Hourglass,data/model1_body_shape\images\00412.png
104.0,91.9,99.7,159.0,Rectangle,data/model1_body_shape\images\03146.png
109.3,78.6,119.4,170.5,Pear,data/model1_body_shape\images\01516.png
87.4,61.1,92.7,164.4,Hourglass,data/model1_body_shape\images\00825.png
91.5,79.4,96.1,164.8,Rectangle,data/model1_body_shape\images\03267.png
98.4,88.8,104.3,172.5,Rectangle,data/model1_body_shape\images\03974.png
87.6,60.3,82.9,154.9,Hourglass,data/model1_body_shape\images\00616.png
95.7,72.6,91.5,159.6,Hourglass,data/model1_body_shape\images\00114.png
103.0,78.1,103.4,165.5,Hourglass,data/model1_body_shape\images\00417.png
84.5,76.8,85.9,163.3,Rectangle,data/model1_body_shape\images\03069.png
83.8,69.5,94.2,152.2,Pear,data/model1_body_shape\images\01625.png
97.2,84.4,79.3,167.5,InvertedTriangle,data/model1_body_shape\images\04950.png
99.4,82.4,86.9,156.7,InvertedTriangle,data/model1_body_shape\images\04185.png
97.9,97.2,99.9,163.2,Apple,data/model1_body_shape\images\02896.png
102.7,74.3,86.5,162.6,InvertedTriangle,data/model1_body_shape\images\04671.png
97.6,92.8,100.1,169.7,Apple,data/model1_body_shape\images\02082.png
82.1,59.5,78.3,161.8,Hourglass,data/model1_body_shape\images\00753.png
87.7,83.3,84.6,165.6,Apple,data/model1_body_shape\images\02546.png
99.5,87.8,98.8,176.8,Rectangle,data/model1_body_shape\images\03969.png
100.4,89.4,102.3,163.9,Rectangle,data/model1_body_shape\images\03373.png
111.3,68.6,94.7,171.0,InvertedTriangle,data/model1_body_shape\images\04107.png
92.6,91.3,95.0,163.3,Apple,data/model1_body_shape\images\02444.png
89.3,66.8,73.8,170.8,InvertedTriangle,data/model1_body_shape\images\04380.png
94.7,83.1,108.5,148.1,Pear,data/model1_body_shape\images\01066.png
